No	GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
1867	81609	9.86e-09	1.70e-09	0.1709	-6.023.739	-10.294.107	101.94	SNX27	sorting nexin 27
1868	6432	9.97e-09	1.72e-09	0.077	6.021.856	0.4636733	1282.61	SRSF7	serine and arginine rich splicing factor 7
1869	55177	1.02e-08	1.77e-09	0.2161	-6.017.541	-13.000.934	46.58	RMDN3	regulator of microtubule dynamics 3
1870	51661	1.03e-08	1.77e-09	0.2177	6.017.168	13.101.972	95.8	FKBP7	FKBP prolyl isomerase 7
1871	440	1.05e-08	1.82e-09	0.1495	60.128	0.8989834	212.37	ASNS	asparagine synthetase (glutamine-hydrolyzing)
1872	26353	1.09e-08	1.89e-09	0.2185	600.659	13.123.908	38.48	HSPB8	heat shock protein family B (small) member 8
1873	84293	1.09e-08	1.90e-09	0.2272	-6.006.285	-13.645.271	95.15	PRXL2A	peroxiredoxin like 2A
1874	2237	1.10e-08	1.91e-09	0.1336	6.005.612	0.8021305	224.99	FEN1	flap structure-specific endonuclease 1
1875	5440	1.11e-08	1.93e-09	0.0796	6.003.343	0.4779622	1504.3	POLR2K	RNA polymerase II, I and III subunit K
1876	84790	1.12e-08	1.94e-09	0.0892	6.002.737	0.5354268	2007.88	TUBA1C	tubulin alpha 1c
1877	54960	1.12e-08	1.95e-09	0.1252	600.223	0.7514188	122.56	GEMIN8	gem nuclear organelle associated protein 8
1878	10250	1.14e-08	1.97e-09	0.0662	-5.999.935	-0.3973998	702.52	SRRM1	serine and arginine repetitive matrix 1
1879	5208	1.14e-08	1.98e-09	0.3164	-5.999.433	-18.979.629	12.25	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2
1880	8701	1.14e-08	1.99e-09	0.1415	5.998.774	0.8490394	44.91	DNAH11	dynein axonemal heavy chain 11
1881	8974	1.15e-08	2.00e-09	0.0954	5.997.805	0.5719751	321	P4HA2	prolyl 4-hydroxylase subunit alpha 2
1882	10940	1.15e-08	2.00e-09	0.153	5.997.806	0.917777	120.37	POP1	POP1 homolog, ribonuclease P/MRP subunit
1883	107986827	1.19e-08	2.07e-09	0.1481	5.992.521	0.8877872	214.28	CZ1P-ASNS	CZ1P-ASNS readthrough
1884	93081	1.20e-08	2.09e-09	0.1027	5.990.531	0.6152276	244.48	TEX30	testis expressed 30
1885	1291	1.20e-08	2.09e-09	0.1739	5.990.492	10.415.565	165.93	COL6A1	collagen type VI alpha 1 chain
1886	5010	1.21e-08	2.10e-09	0.2247	5.989.549	13.458.025	758.75	CLDN11	claudin 11
1887	6637	1.21e-08	2.11e-09	0.0743	5.988.858	0.4452664	2025.46	SNRPG	small nuclear ribonucleoprotein polypeptide G
1888	4570	1.22e-08	2.14e-09	0.2778	-5.987.044	-16.634.611	36.06	TRNN	tRNA-Asn
1889	2950	1.23e-08	2.14e-09	0.1112	5.986.511	0.6656892	4104.13	GSTP1	glutathione S-transferase pi 1
1890	5528	1.23e-08	2.15e-09	0.0674	5.986.166	0.4032572	211.1	PPP2R5D	protein phosphatase 2 regulatory subunit B'delta
1891	5631	1.23e-08	2.15e-09	0.1859	5.985.979	11.125.171	295.54	PRPS1	phosphoribosyl pyrophosphate synthetase 1
1892	100526837	1.23e-08	2.16e-09	0.0856	5.985.431	0.5121272	144.8	EEF1E1-BLOC1S5	EEF1E1-BLOC1S5 readthrough (NMD candidate)
1893	402778	1.24e-08	2.17e-09	0.3276	-5.984.777	-19.607.416	12.66	IFITM10	interferon induced transmembrane protein 10
1894	100996717	1.25e-08	2.18e-09	0.1764	-5.983.593	-10.553.407	37.38	NOTCH2NLC	notch 2 N-terminal like C
1895	10399	1.25e-08	2.19e-09	0.1289	5.983.234	0.7710164	19270.5	RACK1	receptor for activated C kinase 1
1896	55614	1.25e-08	2.19e-09	0.3016	-5.982.821	-18.046.225	18.07	KIF16B	kinesin family member 16B
1897	55824	1.25e-08	2.20e-09	0.4207	-5.982.607	-25.166.293	28.08	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1
1898	389	1.26e-08	2.21e-09	0.1413	5.981.434	0.844895	587.21	RHOC	ras homolog family member C
1899	3274	1.26e-08	2.21e-09	0.2108	-5.981.417	-12.607.499	53.45	HRH2	histamine receptor H2
1900	56895	1.31e-08	2.30e-09	0.139	-5.974.918	-0.8303212	66.45	AGPAT4	1-acylglycerol-3-phosphate O-acyltransferase 4
1901	7247	1.31e-08	2.31e-09	0.0878	5.974.226	0.5242781	582.39	TSN	translin
1902	10980	1.34e-08	2.36e-09	0.0871	5.970.706	0.5198051	449.32	COPS6	COP9 signalosome subunit 6
1903	894	1.35e-08	2.38e-09	0.3871	-5.969.788	-23.109.328	28.44	CCND2	cyclin D2
1904	23324	1.35e-08	2.38e-09	0.1869	-5.969.671	-1.115.728	25.33	MAN2B2	mannosidase alpha class 2B member 2
1905	10884	1.37e-08	2.41e-09	0.098	5.967.406	0.5848271	162.19	MRPS30	mitochondrial ribosomal protein S30
1906	3066	1.39e-08	2.45e-09	0.1003	5.964.753	0.5984486	190.39	HDAC2	histone deacetylase 2
1907	9570	1.39e-08	2.45e-09	0.0801	5.964.556	0.4774916	536.15	GOSR2	golgi SNAP receptor complex member 2
1908	6201	1.40e-08	2.47e-09	0.1303	5.963.314	0.7768576	11167.17	RPS7	ribosomal protein S7
1909	4323	1.40e-08	2.47e-09	0.3091	-5.963.378	-1.843.233	16.95	MMP14	matrix metallopeptidase 14
1910	64147	1.42e-08	2.51e-09	0.2074	5.960.822	12.360.643	84.03	KIF9	kinesin family member 9
1911	84650	1.43e-08	2.52e-09	0.2032	595.994	12.108.396	46.5	EBPL	EBP like
1912	653784	1.43e-08	2.53e-09	0.1319	5.959.592	0.7863566	210.17	MZT2A	mitotic spindle organizing protein 2A
1913	23212	1.44e-08	2.56e-09	0.2237	5.957.706	13.325.338	23.85	RRS1	ribosome biogenesis regulator 1 homolog
1914	1969	1.46e-08	2.59e-09	0.2044	5.955.608	12.175.857	32.06	EPHA2	EPH receptor A2
1915	9867	1.46e-08	2.59e-09	0.0974	-5.955.571	-0.5802442	365.88	PJA2	praja ring finger ubiquitin ligase 2
1916	25902	1.47e-08	2.60e-09	0.1205	5.955.126	0.7177444	74.49	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like
1917	83707	1.49e-08	2.64e-09	0.1597	-5.952.308	-0.9506537	102.64	TRPT1	tRNA phosphotransferase 1
1918	892	1.50e-08	2.67e-09	0.0877	5.950.975	0.5219368	819.43	CCNC	cyclin C
1919	4643	1.52e-08	2.71e-09	0.1539	-5.948.436	-0.9156171	51.48	MYO1E	myosin IE
1920	23062	1.54e-08	2.73e-09	0.158	-594.703	-0.9395995	66.81	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
1921	9238	1.55e-08	2.76e-09	0.1247	5.945.461	0.741664	192.38	TBRG4	transforming growth factor beta regulator 4
1922	25828	1.57e-08	2.79e-09	0.0982	-594.369	-0.5839652	597.46	TXN2	thioredoxin 2
1923	10490	1.60e-08	2.85e-09	0.1232	-593.975	-0.7320293	94.99	VTI1B	vesicle transport through interaction with t-SNAREs 1B
1924	63905	1.62e-08	2.88e-09	0.1129	5.938.321	0.6706492	413.35	MANBAL	mannosidase beta like
1925	6173	1.65e-08	2.94e-09	0.1386	5.935.159	0.8223284	4747.78	RPL36A	ribosomal protein L36a
1926	6897	1.65e-08	2.94e-09	0.1006	593.503	0.5973426	1912.78	TARS1	threonyl-tRNA synthetase 1
1927	800	1.67e-08	2.98e-09	0.2822	5.932.459	16.744.116	742.73	CALD1	caldesmon 1
1928	1069	1.69e-08	3.01e-09	0.1379	5.931.137	0.8180342	448.8	CETN2	centrin 2
1929	11340	1.71e-08	3.05e-09	0.1062	5.928.836	0.6298405	889.53	EXOSC8	exosome component 8
1930	10238	1.72e-08	3.07e-09	0.0827	-5.927.997	-0.4900116	274.3	DCAF7	DDB1 and CUL4 associated factor 7
1931	55229	1.73e-08	3.09e-09	0.1553	-5.926.808	-0.9204489	17.71	PANK4	pantothenate kinase 4 (inactive)
1932	29095	1.74e-08	3.10e-09	0.0824	-5.925.991	-0.4883598	714.64	ORMDL2	ORMDL sphingolipid biosynthesis regulator 2
1933	63826	1.74e-08	3.11e-09	0.0926	5.925.489	0.5489799	81.28	SRR	serine racemase
1934	4550	1.74e-08	3.12e-09	0.1318	-592.526	-0.7809011	90440.94	RNR2	l-rRNA
1935	152559	1.80e-08	3.22e-09	0.213	-5.920.039	-1.260.897	23.11	PAQR3	progestin and adipoQ receptor family member 3
1936	4692	1.81e-08	3.24e-09	0.1581	5.919.118	0.9359913	39.18	NDN	necdin, MAGE family member
1937	5937	1.81e-08	3.24e-09	0.1964	-5.918.785	-11.622.243	189.02	RBMS1	RNA binding motif single stranded interacting protein 1
1938	23526	1.82e-08	3.27e-09	0.2316	-5.917.253	-13.707.199	16.64	ARHGAP45	Rho GTPase activating protein 45
1939	56882	1.83e-08	3.29e-09	0.1099	-5.916.312	-0.6500262	211.22	CDC42SE1	CDC42 small effector 1
1940	131965	1.84e-08	3.30e-09	0.0785	5.915.917	0.464425	214.61	METTL6	methyltransferase 6, methylcytidine
1941	1785	1.84e-08	3.31e-09	0.1938	-5.915.625	-11.466.059	18.78	DNM2	dynamin 2
1942	57103	1.86e-08	3.34e-09	0.1318	-591.402	-0.7795769	206.9	TIGAR	TP53 induced glycolysis regulatory phosphatase
1943	51596	1.87e-08	3.36e-09	0.102	5.913.059	0.6029693	2354.88	CUTA	cutA divalent cation tolerance homolog
1944	57691	1.91e-08	3.43e-09	0.1155	5.909.651	0.6824362	83.95	KIAA1586	KIAA1586
1945	29028	1.93e-08	3.48e-09	0.1938	5.907.362	11.445.546	55.83	ATAD2	ATPase family AAA domain containing 2
1946	7414	1.94e-08	3.49e-09	0.142	5.906.879	0.8386356	263.51	VCL	vinculin
1947	4646	1.94e-08	3.49e-09	0.1577	5.906.701	0.9317264	71.29	MYO6	myosin VI
1948	65999	1.96e-08	3.53e-09	0.191	5.904.846	11.275.306	44.93	LRRC61	leucine rich repeat containing 61
1949	6300	1.97e-08	3.55e-09	0.1911	590.412	11.284.216	120.22	MAPK12	mitogen-activated protein kinase 12
1950	516	1.97e-08	3.56e-09	0.1573	5.903.605	0.9286931	1830.99	ATP5MC1	ATP synthase membrane subunit c locus 1
1951	9813	1.99e-08	3.60e-09	0.1665	-5.901.568	-0.9823523	65.99	EFCAB14	EF-hand calcium binding domain 14
1952	30008	1.99e-08	3.60e-09	0.2093	590.153	12.352.712	51.35	EFEMP2	EGF containing fibulin extracellular matrix protein 2
1953	9325	2.02e-08	3.64e-09	0.1346	-5.899.599	-0.7942758	92.44	TRIP4	thyroid hormone receptor interactor 4
1954	80097	2.04e-08	3.69e-09	0.1248	5.897.392	0.7359165	387.86	MZT2B	mitotic spindle organizing protein 2B
1955	4552	2.05e-08	3.70e-09	0.0951	5.896.897	0.5606276	246.54	MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase
1956	11222	2.05e-08	3.71e-09	0.1204	5.896.739	0.7100182	234.84	MRPL3	mitochondrial ribosomal protein L3
1957	10015	2.07e-08	3.75e-09	0.1076	-5.895.072	-0.6342353	220.79	PDCD6IP	programmed cell death 6 interacting protein
1958	541578	2.08e-08	3.77e-09	0.0921	5.893.826	0.5426918	109.6	EOLA2	endothelium and lymphocyte associated ASCH domain 2
1959	81557	2.10e-08	3.81e-09	0.2141	5.892.223	12.613.984	15.65	MAGED4B	MAGE family member D4B
1960	127544	2.12e-08	3.84e-09	0.29	-5.890.801	-17.084.202	32.86	RNF19B	ring finger protein 19B
1961	51650	2.13e-08	3.87e-09	0.0998	5.889.455	0.5878573	945.28	MRPS33	mitochondrial ribosomal protein S33
1962	23363	2.14e-08	3.89e-09	0.23	58.889	13.541.847	12.79	OBSL1	obscurin like cytoskeletal adaptor 1
1963	7702	2.22e-08	4.04e-09	0.103	-5.882.559	-0.605689	133.45	ZNF143	zinc finger protein 143
1964	1894	2.26e-08	4.11e-09	0.1421	5.879.719	0.8353396	172.2	ECT2	epithelial cell transforming 2
1965	64419	2.26e-08	4.11e-09	0.1339	-5.879.566	-0.7873167	55.36	MTMR14	myotubularin related protein 14
1966	29982	2.28e-08	4.16e-09	0.1022	-5.877.798	-0.6008417	475.44	NRBF2	nuclear receptor binding factor 2
1967	991	2.33e-08	4.24e-09	0.2115	5.874.741	12.425.345	116.66	CDC20	cell division cycle 20
1968	29093	2.35e-08	4.28e-09	0.08	5.872.981	0.4697356	1371.88	MRPL22	mitochondrial ribosomal protein L22
1969	80308	2.35e-08	4.29e-09	0.1102	5.872.787	0.647059	153.71	FLAD1	flavin adenine dinucleotide synthetase 1
1970	80232	2.36e-08	4.30e-09	0.2203	-5.872.315	-129.354	56.2	WDR26	WD repeat domain 26
1971	6599	2.36e-08	4.31e-09	0.1383	5.871.704	0.8117751	147.82	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
1972	9833	2.37e-08	4.33e-09	0.2223	5.870.978	13.052.193	165.99	MELK	maternal embryonic leucine zipper kinase
1973	10352	2.39e-08	4.38e-09	0.1253	5.869.301	0.7356991	76.03	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial
1974	6944	2.39e-08	4.38e-09	0.0955	586.932	0.5606872	162.48	VPS72	vacuolar protein sorting 72 homolog
1975	9801	2.39e-08	4.38e-09	0.0798	5.869.284	0.4684213	120.78	MRPL19	mitochondrial ribosomal protein L19
1976	58528	2.41e-08	4.41e-09	0.3609	-5.867.898	-21.176.619	62.09	RRAGD	Ras related GTP binding D
1977	11016	2.42e-08	4.43e-09	0.0954	-5.867.117	-0.5596898	90.61	ATF7	activating transcription factor 7
1978	25996	2.46e-08	4.50e-09	0.1853	5.864.733	10.870.247	208.61	REXO2	RNA exonuclease 2
1979	5771	2.53e-08	4.64e-09	0.0902	-585.977	-0.5287432	313.15	PTPN2	protein tyrosine phosphatase non-receptor type 2
1980	29121	2.55e-08	4.68e-09	0.1249	5.858.097	0.731676	87.15	CLEC2D	C-type lectin domain family 2 member D
1981	9444	2.56e-08	4.70e-09	0.1198	-5.857.367	-0.7016478	182.33	QKI	QKI, KH domain containing RNA binding
1982	6814	2.61e-08	4.80e-09	0.1143	-585.411	-0.6691729	155.52	STXBP3	syntaxin binding protein 3
1983	6675	2.63e-08	4.83e-09	0.209	5.852.909	12.233.911	992.09	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1
1984	6880	2.65e-08	4.86e-09	0.0953	5.851.941	0.5577718	2114.81	TAF9	TATA-box binding protein associated factor 9
1985	55717	2.65e-08	4.86e-09	0.1672	-585.188	-0.9785387	57.94	WDR11	WD repeat domain 11
1986	5782	2.65e-08	4.87e-09	0.1664	-5.851.447	-0.9734694	109.27	PTPN12	protein tyrosine phosphatase non-receptor type 12
1987	105371887	2.65e-08	4.88e-09	0.1831	-585.136	-10.714.955	35.95	LOC105371887	uncharacterized LOC105371887
1988	5358	2.66e-08	4.90e-09	0.263	585.042	153.861	887.42	PLS3	plastin 3
1989	10746	2.67e-08	4.91e-09	0.1788	-5.850.041	-10.459.956	62.02	MAP3K2	mitogen-activated protein kinase kinase kinase 2
1990	79711	2.68e-08	4.93e-09	0.1774	5.849.491	10.375.138	51.15	IPO4	importin 4
1991	6776	2.69e-08	4.96e-09	0.2703	-584.846	-15.807.572	50.63	STAT5A	signal transducer and activator of transcription 5A
1992	92609	2.71e-08	4.99e-09	0.1192	5.847.412	0.6967811	149.5	TIMM50	translocase of inner mitochondrial membrane 50
1993	109864269	2.75e-08	5.06e-09	0.1548	-5.845.037	-0.9049866	58.18	MIR302CHG	miR-302/367 cluster host gene
1994	10959	2.79e-08	5.15e-09	0.102	5.842.167	0.5957096	362.95	TMED2	transmembrane p24 trafficking protein 2
1995	10906	2.80e-08	5.17e-09	0.1452	-5.841.704	-0.8484831	406.27	TRAFD1	TRAF-type zinc finger domain containing 1
1996	51114	2.81e-08	5.19e-09	0.1435	5.840.977	0.8380827	89.24	ZDHHC9	zinc finger DHHC-type palmitoyltransferase 9
1997	90196	2.88e-08	5.31e-09	0.0728	-5.837.009	-0.4247721	451.52	SYS1	SYS1 golgi trafficking protein
1998	6790	2.89e-08	5.35e-09	0.145	5.836.043	0.8460604	237.01	AURKA	aurora kinase A
1999	84765	2.91e-08	5.38e-09	0.3094	-583.502	-18.056.455	11.19	ZNF577	zinc finger protein 577
2000	60592	2.91e-08	5.39e-09	0.0674	-5.834.799	-0.3934473	450.29	SCOC	short coiled-coil protein
2001	84311	2.91e-08	5.39e-09	0.1148	583.461	0.6696046	811.15	MRPL45	mitochondrial ribosomal protein L45
2002	3646	2.92e-08	5.41e-09	0.1154	58.341	0.673379	3562.19	EIF3E	eukaryotic translation initiation factor 3 subunit E
2003	384	3.00e-08	5.56e-09	0.1256	-5.829.559	-0.7323045	64.27	ARG2	arginase 2
2004	80349	3.05e-08	5.67e-09	0.0862	5.826.342	0.5020826	873.15	SKIC8	SKI8 subunit of superkiller complex
2005	147968	3.11e-08	5.76e-09	0.1595	5.823.489	0.9289831	52.96	CAPN12	calpain 12
2006	10244	3.15e-08	5.84e-09	0.1355	5.821.256	0.7885496	318.27	RABEPK	Rab9 effector protein with kelch motifs
2007	2960	3.15e-08	5.85e-09	0.1304	-5.821.046	-0.7591677	139.05	GTF2E1	general transcription factor IIE subunit 1
2008	55159	3.20e-08	5.94e-09	0.0972	581.838	0.5654888	120.56	RFWD3	ring finger and WD repeat domain 3
2009	1266	3.23e-08	6.01e-09	0.2295	5.816.452	13.347.031	95.35	CNN3	calponin 3
2010	1848	3.23e-08	6.01e-09	0.3058	-5.816.481	-17.788.009	202.64	DUSP6	dual specificity phosphatase 6
2011	5097	3.24e-08	6.02e-09	0.2668	5.816.159	15.520.154	11.76	PCDH1	protocadherin 1
2012	256586	3.24e-08	6.03e-09	0.3149	-5.816	-18.314.685	32.87	LYSMD2	LysM domain containing 2
2013	114908	3.24e-08	6.03e-09	0.1345	-5.815.869	-0.7824149	221.34	TMEM123	transmembrane protein 123
2014	10455	3.37e-08	6.28e-09	0.1247	5.809.186	0.7244415	716.35	ECI2	enoyl-CoA delta isomerase 2
2015	3251	3.40e-08	6.35e-09	0.0877	5.807.273	0.5091604	545.93	HPRT1	hypoxanthine phosphoribosyltransferase 1
2016	79140	3.44e-08	6.42e-09	0.1829	5.805.361	10.619.832	43.47	CCDC28B	coiled-coil domain containing 28B
2017	5527	3.44e-08	6.43e-09	0.1072	-5.805.245	-0.6221039	243.69	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma
2018	976	3.47e-08	6.47e-09	0.14	-5.804.077	-0.8123655	87.86	ADGRE5	adhesion G protein-coupled receptor E5
2019	5336	3.51e-08	6.56e-09	0.304	-580.179	-17.635.294	25.18	PLCG2	phospholipase C gamma 2
2020	54407	3.53e-08	6.60e-09	0.1079	5.800.793	0.6256221	794.11	SLC38A2	solute carrier family 38 member 2
2021	84986	3.56e-08	6.66e-09	0.2285	-5.799.262	-13.251.014	26.07	ARHGAP19	Rho GTPase activating protein 19
2022	8790	3.58e-08	6.71e-09	0.2134	-5.798.146	-12.372.003	73.37	FPGT	fucose-1-phosphate guanylyltransferase
2023	8668	3.58e-08	6.71e-09	0.094	5.798.039	0.5450049	2003.34	EIF3I	eukaryotic translation initiation factor 3 subunit I
2024	3383	3.62e-08	6.79e-09	0.2105	-5.796.103	-12.203.407	405.33	ICAM1	intercellular adhesion molecule 1
2025	254102	3.72e-08	6.96e-09	0.1414	-5.791.767	-0.8188734	31.67	EHBP1L1	EH domain binding protein 1 like 1
2026	23595	3.76e-08	7.05e-09	0.1278	5.789.705	0.7399756	554.44	ORC3	origin recognition complex subunit 3
2027	100885850	3.79e-08	7.11e-09	0.1225	5.788.409	0.7093332	75.17	PTGES3L-AARSD1	PTGES3L-AARSD1 readthrough
2028	54663	3.81e-08	7.15e-09	0.1681	5.787.311	0.9729678	99.52	WDR74	WD repeat domain 74
2029	10403	3.81e-08	7.16e-09	0.148	5.787.212	0.8563582	171.22	NDC80	NDC80 kinetochore complex component
2030	5352	3.86e-08	7.26e-09	0.1585	5.784.771	0.9168382	194.54	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2
2031	80755	3.89e-08	7.31e-09	0.1227	5.783.586	0.709422	75.15	AARSD1	alanyl-tRNA synthetase domain containing 1
2032	158960	3.91e-08	7.35e-09	0.3944	-578.282	-22.808.859	64.82	ATP6AP1-DT	ATP6AP1 divergent transcript
2033	388341	3.91e-08	7.35e-09	0.1642	5.782.624	0.9495225	1710.29	LRRC75A	leucine rich repeat containing 75A
2034	9609	3.93e-08	7.40e-09	0.1736	5.781.654	10.038.846	68	RAB36	RAB36, member RAS oncogene family
2035	55668	3.93e-08	7.41e-09	0.1307	-5.781.368	-0.7557147	88.07	GPATCH2L	G-patch domain containing 2 like
2036	100528022	3.94e-08	7.42e-09	0.0898	-5.781.117	-0.5189776	223.81	BLOC1S1-RDH5	BLOC1S1-RDH5 readthrough
2037	51501	3.96e-08	7.46e-09	0.0982	5.780.224	0.5678115	851.56	HIKESHI	heat shock protein nuclear import factor hikeshi
2038	55239	3.97e-08	7.50e-09	0.1183	5.779.399	0.6839349	314.68	OGFOD1	2-oxoglutarate and iron dependent oxygenase domain containing 1
2039	204	4.01e-08	7.58e-09	0.0814	5.777.613	0.4703179	642.98	AK2	adenylate kinase 2
2040	8450	4.07e-08	7.68e-09	0.1672	5.775.318	0.9657086	534.87	CUL4B	cullin 4B
2041	65080	4.16e-08	7.85e-09	0.1329	-577.161	-0.7671601	296.54	MRPL44	mitochondrial ribosomal protein L44
2042	4666	4.16e-08	7.87e-09	0.0899	5.771.179	0.5190235	13617.14	NACA	nascent polypeptide associated complex subunit alpha
2043	29105	4.25e-08	8.03e-09	0.101	5.767.785	0.5826555	169.48	CFAP20	cilia and flagella associated protein 20
2044	8886	4.28e-08	8.09e-09	0.078	5.766.506	0.4497398	654.66	DDX18	DEAD-box helicase 18
2045	7582	4.31e-08	8.15e-09	0.1632	576.526	0.9409484	77.97	ZNF33B	zinc finger protein 33B
2046	29969	4.33e-08	8.20e-09	0.4128	-5.764.286	-23.795.039	22.86	MDFIC	MyoD family inhibitor domain containing
2047	84942	4.40e-08	8.34e-09	0.1023	5.761.426	0.5896769	109.47	WDR73	WD repeat domain 73
2048	6152	4.42e-08	8.38e-09	0.1345	5.760.711	0.774704	7312.56	RPL24	ribosomal protein L24
2049	51203	4.42e-08	8.39e-09	0.2142	5.760.425	12.339.632	567.17	NUSAP1	nucleolar and spindle associated protein 1
2050	6652	4.43e-08	8.41e-09	0.0925	5.760.097	0.5327139	99.38	SORD	sorbitol dehydrogenase
2051	10069	4.51e-08	8.56e-09	0.1269	5.757.142	0.730531	172.37	RWDD2B	RWD domain containing 2B
2052	175	4.53e-08	8.61e-09	0.2367	-5.756	-13.626.634	262.2	AGA	aspartylglucosaminidase
2053	81	4.62e-08	8.77e-09	0.1256	5.752.883	0.722782	240.82	ACTN4	actinin alpha 4
2054	65083	4.64e-08	8.81e-09	0.1312	575.214	0.7546322	57.07	NOL6	nucleolar protein 6
2055	1948	4.64e-08	8.83e-09	0.2437	5.751.714	14.016.389	15.9	EFNB2	ephrin B2
2056	105369332	4.65e-08	8.85e-09	0.1784	5.751.352	10.259.278	39.59	STX5-DT	STX5 divergent transcript
2057	10897	4.73e-08	9.01e-09	0.1167	5.748.468	0.6707098	285.65	YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein
2058	55088	4.73e-08	9.01e-09	0.1369	-5.748.362	-0.7870315	98.17	CCDC186	coiled-coil domain containing 186
2059	1601	4.75e-08	9.04e-09	0.1909	-5.747.759	-10.974.544	871.16	DAB2	DAB adaptor protein 2
2060	100529097	4.75e-08	9.05e-09	0.1316	5.747.588	0.7565197	5054.91	RPL36A-HNRNPH2	RPL36A-HNRNPH2 readthrough
2061	7371	4.77e-08	9.10e-09	0.1462	5.746.702	0.840421	108.55	UCK2	uridine-cytidine kinase 2
2062	6741	4.78e-08	9.12e-09	0.1127	-5.746.344	-0.647701	1683.34	SSB	small RNA binding exonuclease protection factor La
2063	23597	4.79e-08	9.14e-09	0.1115	-5.745.932	-0.6408118	580.1	ACOT9	acyl-CoA thioesterase 9
2064	1316	4.79e-08	9.15e-09	0.2211	-5.745.758	-12.702.314	649.64	KLF6	KLF transcription factor 6
2065	3949	4.79e-08	9.15e-09	0.1444	5.745.689	0.829918	95.75	LDLR	low density lipoprotein receptor
2066	55872	4.87e-08	9.31e-09	0.2307	5.742.784	13.248.862	155.1	PBK	PDZ binding kinase
2067	1031	4.91e-08	9.40e-09	0.2736	574.119	15.708.558	80.07	CDKN2C	cyclin dependent kinase inhibitor 2C
2068	4430	4.94e-08	9.46e-09	0.2077	5.740.097	11.920.522	61.02	MYO1B	myosin IB
2069	4723	4.95e-08	9.49e-09	0.1116	5.739.643	0.6402719	358.01	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1
2070	162461	5.02e-08	9.61e-09	0.2711	5.737.445	155.539	9.47	TMEM92	transmembrane protein 92
2071	2947	5.13e-08	9.84e-09	0.2157	5.733.518	12.368.983	897.26	GSTM3	glutathione S-transferase mu 3
2072	1282	5.14e-08	9.86e-09	0.2239	5.733.077	12.836.064	39.43	COL4A1	collagen type IV alpha 1 chain
2073	4237	5.18e-08	9.94e-09	0.3253	5.731.787	1.864.573	167	MFAP2	microfibril associated protein 2
2074	84962	5.25e-08	1.01e-08	0.2288	5.729.533	13.110.158	81.21	AJUBA	ajuba LIM protein
2075	4925	5.35e-08	1.03e-08	0.1448	5.726.282	0.8289709	550.92	NUCB2	nucleobindin 2
2076	80167	5.35e-08	1.03e-08	0.2021	-572.605	-11.569.894	14.38	ABHD18	abhydrolase domain containing 18
2077	25953	5.38e-08	1.03e-08	0.1251	-5.724.993	-0.7161187	207.26	PNKD	PNKD metallo-beta-lactamase domain containing
2078	50650	5.39e-08	1.04e-08	0.1875	-5.724.634	-10.735.714	80.76	ARHGEF3	Rho guanine nucleotide exchange factor 3
